query,intent,entities
Deposit salary of 98285,deposit_money,{'amount': '98285'}
Show account statement for 29/09/2026,statement_request,{'date': '29/09/2026'}
I want to change PIN,change_pin,{}
Card not working,card_inquiry,{}
Show balance of account 229546397,check_balance,{'account_number': '229546397'}
Deactivate my credit card now,block_card,{}
Stop cheque number 361584,stop_cheque,{'cheque_number': '361584'}
I need my bank statement,statement_request,{}
How to apply for a personal loan?,loan_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Withdraw 93575 from ATM,withdraw_money,{'amount': '93575'}
Pay my mobile bill of 84045,pay_bill,"{'amount': '84045', 'bill_type': 'mobile'}"
Card not working,card_inquiry,{}
Pay electricity bill ₹35277 on 30/08/2023,pay_bill,"{'amount': '35277', 'date': '30/08/2023', 'bill_type': 'electricity'}"
What is the savings interest rate?,interest_rate,{}
Request a new chequebook,request_chequebook,{}
Please stop cheque 446297,stop_cheque,{'cheque_number': '446297'}
Show my recent card transactions,card_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Transfer 22437 to account 377366707,transfer_money,"{'account_number': '377366707', 'amount': '22437'}"
Stop cheque number 771590,stop_cheque,{'cheque_number': '771590'}
Send ₹9880 to Deepa today,transfer_money,"{'amount': '9880', 'person': 'Deepa'}"
Transfer 57807 to account 727344609,transfer_money,"{'account_number': '727344609', 'amount': '57807'}"
How can I open an account?,open_account,{}
I want information about personal loan,loan_inquiry,{'loan_type': 'personal'}
See you later,goodbye,{}
Reset my ATM PIN,pin_reset,{}
I want to withdraw ₹15956,withdraw_money,{'amount': '15956'}
"Forgot PIN, how to reset?",pin_reset,{}
Tell me FD rates,interest_rate,{}
Close my joint account,close_account,{'account_type': 'joint'}
Deposit salary of 10544,deposit_money,{'amount': '10544'}
Delete payee Neha,beneficiary_remove,{'person': 'Neha'}
Reset my ATM PIN,pin_reset,{}
Change my phone number,update_details,{}
I want to dispute a transaction of ₹66742,dispute_transaction,{'amount': '66742'}
Deactivate my credit card now,block_card,{}
How do I complete KYC?,kyc_update,{}
Update my address to Chennai,update_details,{'location': 'Chennai'}
Create standing instruction for EMI,standing_instruction,{}
Remove beneficiary Isha,beneficiary_remove,{'person': 'Isha'}
Show account statement for 19/01/2024,statement_request,{'date': '19/01/2024'}
Check cashback offers,cashback_inquiry,{}
Please transfer 74649 to Rohan's account 403863871,transfer_money,"{'account_number': '403863871', 'amount': '74649', 'person': 'Rohan'}"
Create standing instruction for EMI,standing_instruction,{}
Add a beneficiary named Rohan account 781948614,beneficiary_add,"{'account_number': '781948614', 'person': 'Rohan'}"
How to close my account?,close_account,{}
Delete payee Neha,beneficiary_remove,{'person': 'Neha'}
Update my address to Bengaluru,update_details,{'location': 'Bengaluru'}
Request a new chequebook,request_chequebook,{}
What is today's forex rate for USD?,forex_inquiry,{}
Check my debit card limit,card_inquiry,{}
Order cheque book for my account,request_chequebook,{}
Show my recent card transactions,card_inquiry,{}
Close fixed deposit account,close_account,{}
Send me last 6 months statement,statement_request,{}
Update my address to Delhi,update_details,{'location': 'Delhi'}
I want to dispute a transaction of 65891,dispute_transaction,{'amount': '65891'}
How do I get cashback on my card?,cashback_inquiry,{}
Deactivate my credit card now,block_card,{}
Deposit salary of ₹6927,deposit_money,{'amount': '6927'}
Deposit salary of 64648,deposit_money,{'amount': '64648'}
Please stop cheque 525756,stop_cheque,{'cheque_number': '525756'}
Delete payee Ankit,beneficiary_remove,{'person': 'Ankit'}
Close my savings account,close_account,{'account_type': 'savings'}
Tell me a joke,out_of_scope,{}
Please stop cheque 119116,stop_cheque,{'cheque_number': '119116'}
Update my address to Thane,update_details,{'location': 'Thane'}
Open fixed deposit account,open_account,{}
Tell me FD rates,interest_rate,{}
Tell me about my credit card status,card_inquiry,{}
What is today's forex rate for USD?,forex_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
Show my account balance,check_balance,{}
Send 67306 to Anita today,transfer_money,"{'amount': '67306', 'person': 'Anita'}"
Where is the nearest branch?,branch_locator,{}
Withdraw 8468 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '8468'}"
Pay 11183 for water,pay_bill,"{'amount': '11183', 'bill_type': 'water'}"
Block my debit card,block_card,{}
Open fixed deposit account,open_account,{}
Check my debit card limit,card_inquiry,{}
Withdraw ₹71031 from ATM,withdraw_money,{'amount': '71031'}
Withdraw ₹87203 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '87203'}"
Card not working,card_inquiry,{}
What is today's forex rate for USD?,forex_inquiry,{}
Check cashback offers,cashback_inquiry,{}
Remove beneficiary Kavita,beneficiary_remove,{'person': 'Kavita'}
"Forgot PIN, how to reset?",pin_reset,{}
Show my recent card transactions,card_inquiry,{}
Withdraw 20632 from my joint account,withdraw_money,"{'account_type': 'joint', 'amount': '20632'}"
Check available funds in my salary account,check_balance,{'account_type': 'salary'}
Pay rent bill 53406 on 15/05/2023,pay_bill,"{'amount': '53406', 'date': '15/05/2023', 'bill_type': 'rent'}"
Show account statement for 02/09/2025,statement_request,{'date': '02/09/2025'}
Request a new chequebook,request_chequebook,{}
Reset my ATM PIN,pin_reset,{}
Close fixed deposit account,close_account,{}
Deposit salary of ₹11920,deposit_money,{'amount': '11920'}
Withdraw 21361 from ATM,withdraw_money,{'amount': '21361'}
Update email id,update_details,{}
Update my address to Dadar,update_details,{'location': 'Dadar'}
"Forgot PIN, how to reset?",pin_reset,{}
How do I complete KYC?,kyc_update,{}
Open a new savings account,open_account,{'account_type': 'savings'}
Change my debit card PIN,change_pin,{}
Open fixed deposit account,open_account,{}
Withdraw 74682 from my fd account,withdraw_money,"{'account_type': 'fd', 'amount': '74682'}"
Show account statement for 23/03/2026,statement_request,{'date': '23/03/2026'}
I need my bank statement,statement_request,{}
Withdraw 68556 from ATM,withdraw_money,{'amount': '68556'}
Stop cheque number 138258,stop_cheque,{'cheque_number': '138258'}
Check my debit card limit,card_inquiry,{}
Add payee Priya account 430401423,beneficiary_add,"{'account_number': '430401423', 'person': 'Priya'}"
Add a beneficiary named Meena account 701897172,beneficiary_add,"{'account_number': '701897172', 'person': 'Meena'}"
Tell me my savings balance,check_balance,{}
Deposit 94958 to account 319606584,deposit_money,"{'account_number': '319606584', 'amount': '94958'}"
Request a new chequebook,request_chequebook,{}
Add a beneficiary named Vikram account 174486883,beneficiary_add,"{'account_number': '174486883', 'person': 'Vikram'}"
Change my phone number,update_details,{}
Add a beneficiary named Arjun account 701048300,beneficiary_add,"{'account_number': '701048300', 'person': 'Arjun'}"
Check cashback offers,cashback_inquiry,{}
Block my debit card,block_card,{}
Request a new chequebook,request_chequebook,{}
End chat,goodbye,{}
Withdraw ₹69972 from ATM,withdraw_money,{'amount': '69972'}
Please stop cheque 448475,stop_cheque,{'cheque_number': '448475'}
Remove beneficiary Sahil,beneficiary_remove,{'person': 'Sahil'}
What is today's forex rate for USD?,forex_inquiry,{}
Pay 93303 for internet,pay_bill,"{'amount': '93303', 'bill_type': 'internet'}"
Update my KYC documents,kyc_update,{}
What is the savings interest rate?,interest_rate,{}
Please stop cheque 145814,stop_cheque,{'cheque_number': '145814'}
Block card ending with 8032,block_card,{'card_number': '8032'}
Send 34004 to Rahul today,transfer_money,"{'amount': '34004', 'person': 'Rahul'}"
Send 18640 to Vikram today,transfer_money,"{'amount': '18640', 'person': 'Vikram'}"
Open fixed deposit account,open_account,{}
Pay 60058 for mobile,pay_bill,"{'amount': '60058', 'bill_type': 'mobile'}"
Change my debit card PIN,change_pin,{}
I want information about car loan,loan_inquiry,{'loan_type': 'car'}
Withdraw 25174 from my rd account,withdraw_money,"{'account_type': 'rd', 'amount': '25174'}"
How to apply for a personal loan?,loan_inquiry,{}
How do I get cashback on my card?,cashback_inquiry,{}
Delete payee Deepa,beneficiary_remove,{'person': 'Deepa'}
Show loan interest rates,loan_inquiry,{}
I need my bank statement,statement_request,{}
Deposit ₹40622 into my rd account,deposit_money,"{'account_type': 'rd', 'amount': '40622'}"
Locate branch in Chennai,branch_locator,{'location': 'Chennai'}
Send 7381 to Maya today,transfer_money,"{'amount': '7381', 'person': 'Maya'}"
Show loan interest rates,loan_inquiry,{}
Request a new chequebook,request_chequebook,{}
Transfer 74110 on 08/10/2024 to account 191140376,transfer_money,"{'account_number': '191140376', 'amount': '74110', 'date': '08/10/2024'}"
What is today's forex rate for USD?,forex_inquiry,{}
Show balance of account 13117987,check_balance,{'account_number': '13117987'}
Tell me about my credit card status,card_inquiry,{}
Remove beneficiary Simran,beneficiary_remove,{'person': 'Simran'}
Find branch near Mumbai,branch_locator,{'location': 'Mumbai'}
Tell me about my credit card status,card_inquiry,{}
Convert 100 USD to INR,forex_inquiry,{}
Update my KYC documents,kyc_update,{}
Change my debit card PIN,change_pin,{}
I want to withdraw ₹58109,withdraw_money,{'amount': '58109'}
Reset my ATM PIN,pin_reset,{}
I want to withdraw 61745,withdraw_money,{'amount': '61745'}
Transfer 1161 on 31/12/2024 to account 100094477,transfer_money,"{'account_number': '100094477', 'amount': '1161', 'date': '31/12/2024'}"
Please stop cheque 661023,stop_cheque,{'cheque_number': '661023'}
Show balance of account 477541502,check_balance,{'account_number': '477541502'}
Update email id,update_details,{}
Update my address to Jaipur,update_details,{'location': 'Jaipur'}
What is my account balance as on 06/12/2024,check_balance,{'date': '06/12/2024'}
"I lost my card, block it immediately",block_card,{}
Show my account balance,check_balance,{}
What is today's forex rate for USD?,forex_inquiry,{}
Create standing instruction for EMI,standing_instruction,{}
I need my bank statement,statement_request,{}
Create standing instruction for EMI,standing_instruction,{}
Close my fd account,close_account,{'account_type': 'fd'}
Transfer 59227 on 05/09/2023 to account 470416376,transfer_money,"{'account_number': '470416376', 'amount': '59227', 'date': '05/09/2023'}"
Stop cheque number 625600,stop_cheque,{'cheque_number': '625600'}
Request a new chequebook,request_chequebook,{}
Show me branch hours for Jaipur,branch_locator,{'location': 'Jaipur'}
How do I get cashback on my card?,cashback_inquiry,{}
Order cheque book for my account,request_chequebook,{}
Please stop cheque 544150,stop_cheque,{'cheque_number': '544150'}
When is my EMI due?,loan_inquiry,{}
Show account statement for 13/02/2026,statement_request,{'date': '13/02/2026'}
Open fixed deposit account,open_account,{}
Set up a standing instruction to pay rent of 53065 monthly,standing_instruction,{'amount': '53065'}
Create standing instruction for EMI,standing_instruction,{}
Pay 69293 for electricity,pay_bill,"{'amount': '69293', 'bill_type': 'electricity'}"
See you later,goodbye,{}
Block my debit card,block_card,{}
Find branch near Andheri,branch_locator,{'location': 'Andheri'}
How can I open an account?,open_account,{}
Stop cheque number 170015,stop_cheque,{'cheque_number': '170015'}
Reset my ATM PIN,pin_reset,{}
Update my KYC documents,kyc_update,{}
Update my KYC documents,kyc_update,{}
There is an unauthorized transaction on my account,dispute_transaction,{}
"Forgot PIN, how to reset?",pin_reset,{}
Show my recent card transactions,card_inquiry,{}
Request a new chequebook,request_chequebook,{}
Check my debit card limit,card_inquiry,{}
I want to dispute a transaction of 3768,dispute_transaction,{'amount': '3768'}
How to apply for a personal loan?,loan_inquiry,{}
"Forgot PIN, how to reset?",pin_reset,{}
Change my phone number,update_details,{}
Pay subscription bill 47650 on 17/04/2026,pay_bill,"{'amount': '47650', 'date': '17/04/2026', 'bill_type': 'subscription'}"
Order cheque book for my account,request_chequebook,{}
Delete payee Kabir,beneficiary_remove,{'person': 'Kabir'}
Pay subscription bill 81107 on 07/04/2024,pay_bill,"{'amount': '81107', 'date': '07/04/2024', 'bill_type': 'subscription'}"
Deactivate my credit card now,block_card,{}
What is today's forex rate for USD?,forex_inquiry,{}
Update email id,update_details,{}
Block card ending with 2633,block_card,{'card_number': '2633'}
Deposit 45016 to account 152132560,deposit_money,"{'account_number': '152132560', 'amount': '45016'}"
Deposit salary of 18400,deposit_money,{'amount': '18400'}
What is my account balance as on 15/04/2026,check_balance,{'date': '15/04/2026'}
Send 52926 to Arjun today,transfer_money,"{'amount': '52926', 'person': 'Arjun'}"
Convert 100 USD to INR,forex_inquiry,{}
Order cheque book for my account,request_chequebook,{}
Translate hello,out_of_scope,{}
Show my recent card transactions,card_inquiry,{}
Show account statement for 02/10/2024,statement_request,{'date': '02/10/2024'}
Tell me FD rates,interest_rate,{}
